/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_21_830.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_21_830.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_21_830.jpg,0,0,0,1.612317E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_21_914.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_21_914.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_21_914.jpg,0,0,0,1.613272E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_21_993.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_21_993.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_21_993.jpg,0,0,0,2.674139E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_066.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_066.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_066.jpg,0,0,0,3.4713E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_149.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_149.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_149.jpg,0,0,0,4.700099E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_225.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_225.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_225.jpg,0,0,0,5.697132E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_300.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_300.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_300.jpg,0,0,0,3.599917E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_376.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_376.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_376.jpg,0,0,0,6.578983E-07
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_452.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_452.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_452.jpg,0,0,0,2.307919E-06
/root/Desktop/Drive_Data/IMG/center_2019_08_20_13_11_22_529.jpg,/root/Desktop/Drive_Data/IMG/left_2019_08_20_13_11_22_529.jpg,/root/Desktop/Drive_Data/IMG/right_2019_08_20_13_11_22_529.jpg,0,0.07675195,0,0.05082884
